,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,monthlycharges_range,tenure_range
1570,Female,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.399999618530277,407080.0705,No,21 - 40,13 - 24
1571,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.049999237060547,2000.000409090909,No,21 - 40,1 - 12
1572,Female,1,No,No,3,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,102070.00090909092,Yes,41 - 60,1 - 12
1573,Male,0,Yes,Yes,47,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.0999984741211,40309010.04050001,No,101 - 120,37 - 48
1574,Female,0,No,Yes,15,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.649999618530277,207000.06,No,1 - 20,13 - 24
1575,Male,0,No,No,66,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,60701000.05,Yes,101 - 120,61 - 72
1576,Female,1,Yes,No,68,Yes,No,Yes,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.650001525878906,30907050.08090909,No,61 - 80,61 - 72
1577,Female,0,Yes,Yes,17,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.5999984741211,10700040.09040909,Yes,101 - 120,13 - 24
1578,Female,0,No,No,7,Yes,No,Yes,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,401050.0905000001,Yes,61 - 80,1 - 12
1579,Male,1,Yes,No,12,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.44999694824219,905000.0200000001,Yes,81 - 100,1 - 12
1580,Female,1,Yes,No,21,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.69999694824219,10409070.000500001,No,61 - 80,13 - 24
1581,Male,0,No,No,21,No,No,Yes,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.0,708000.0105000002,No,21 - 40,13 - 24
1582,Female,0,Yes,Yes,56,Yes,Yes,Yes,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.19999694824219,30501020.01040909,No,61 - 80,49 - 60
1583,Female,0,Yes,Yes,6,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95000076293945,207030.0205,No,41 - 60,1 - 12
1584,Female,1,No,No,65,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,30501070.08090909,No,41 - 60,61 - 72
1585,Male,0,Yes,No,42,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.44999694824219,30307050.08090909,No,81 - 100,37 - 48
1586,Female,0,Yes,Yes,68,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.0500030517578,70500080.05040908,No,101 - 120,61 - 72
1587,Male,0,Yes,Yes,48,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),26.299999237060547,10204050.000500001,No,21 - 40,37 - 48
1588,Female,1,No,No,50,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.8000030517578,50304070.09050001,No,101 - 120,49 - 60
1589,Female,1,No,No,7,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.94999694824219,409030.0604090909,No,61 - 80,1 - 12
1590,Female,0,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,19.350000381469727,10206030.080409091,No,1 - 20,61 - 72
1591,Male,0,No,No,17,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),21.100000381469727,308050.0504090908,No,21 - 40,13 - 24
1592,Female,0,Yes,Yes,42,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.94999694824219,30308040.0,Yes,81 - 100,37 - 48
1593,Male,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.850000381469727,8040.010909090906,No,1 - 20,1 - 12
1594,Female,0,No,Yes,62,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),26.0,10603080.06090909,No,21 - 40,61 - 72
1595,Male,1,No,No,2,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.69999694824219,106050.0309090909,Yes,61 - 80,1 - 12
1596,Female,0,Yes,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3499984741211,102000.0205,No,61 - 80,1 - 12
1597,Male,0,Yes,No,48,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9000015258789,40407030.04050001,No,101 - 120,37 - 48
1598,Male,0,Yes,No,27,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.549999237060547,502000.0504090908,No,1 - 20,25 - 36
1599,Female,0,Yes,Yes,70,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4000015258789,50701070.0805,No,81 - 100,61 - 72
1600,Male,1,No,No,1,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.80000305175781,8080.080000000003,Yes,81 - 100,1 - 12
1601,Male,0,Yes,No,46,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94.6500015258789,40301020.05,No,81 - 100,37 - 48
1602,Male,0,No,No,30,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,20705050.030500002,Yes,81 - 100,25 - 36
1603,Female,0,No,No,15,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.6500015258789,909040.0504090908,Yes,61 - 80,13 - 24
1604,Male,0,Yes,Yes,69,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.75,60501010.0205,No,81 - 100,61 - 72
1605,Male,0,No,No,65,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.549999237060547,10201080.0605,No,1 - 20,61 - 72
1606,Male,1,Yes,Yes,72,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0999984741211,70404070.07000001,No,101 - 120,61 - 72
1607,Male,1,Yes,No,13,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05000305175781,10106090.03040909,Yes,81 - 100,13 - 24
1608,Male,0,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.100000381469727,207090.05,No,21 - 40,13 - 24
1609,Male,0,Yes,No,51,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5500030517578,50702000.0305,No,101 - 120,49 - 60
1610,Male,0,Yes,Yes,51,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,30102010.04040909,No,61 - 80,49 - 60
1611,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.9499969482422,60406080.06,No,81 - 100,61 - 72
1612,Male,0,Yes,Yes,67,Yes,Yes,Yes,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.4000015258789,50901080.07090908,Yes,81 - 100,61 - 72
1613,Male,0,No,No,34,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.700000762939453,607050.0509090907,No,1 - 20,25 - 36
1614,Male,0,Yes,No,67,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95000076293945,30502010.06090909,No,41 - 60,61 - 72
1615,Female,0,Yes,No,49,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.049999237060547,902030.0009090907,No,21 - 40,49 - 60
1616,Male,0,Yes,Yes,53,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.399999618530277,10101000.03040909,No,1 - 20,49 - 60
1617,Male,0,No,No,27,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45000076293945,10601010.0605,No,61 - 80,25 - 36
1618,Female,1,No,No,23,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,20209030.060000002,Yes,81 - 100,13 - 24
1619,Male,0,No,No,69,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,50505030.0205,No,81 - 100,61 - 72
1620,Female,0,Yes,Yes,2,No,No,Yes,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.049999237060547,4040.0705,No,21 - 40,1 - 12
1621,Female,0,No,No,35,Yes,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.44999694824219,30002090.01,Yes,81 - 100,25 - 36
1622,Female,0,Yes,No,46,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.5999984741211,30203010.0005,No,61 - 80,37 - 48
1623,Female,0,No,No,54,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.1999969482422,50102090.04050001,No,101 - 120,49 - 60
1624,Female,0,Yes,No,56,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,50500080.0305,Yes,101 - 120,49 - 60
1625,Female,0,Yes,No,9,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,605050.0900000002,Yes,61 - 80,1 - 12
1626,Male,0,No,No,20,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.20000076293945,10109010.01090909,No,61 - 80,13 - 24
1627,Male,0,No,No,11,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9000015258789,806060.0400000002,No,61 - 80,1 - 12
1628,Female,1,Yes,No,30,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05000305175781,20602070.01090909,No,81 - 100,25 - 36
1629,Male,0,Yes,No,68,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.94999694824219,40704010.04050001,No,61 - 80,61 - 72
1630,Male,1,Yes,No,38,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.5999984741211,40000090.01090909,No,101 - 120,37 - 48
1631,Female,1,Yes,No,17,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.3499984741211,10406030.04040909,Yes,81 - 100,13 - 24
1632,Male,0,No,No,48,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.0999984741211,50008020.07090908,Yes,101 - 120,37 - 48
1633,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.79999923706055,4030.070909090909,No,41 - 60,1 - 12
1634,Male,0,Yes,Yes,63,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,59.0,30700070.060000002,No,61 - 80,61 - 72
1635,Female,0,No,No,3,Yes,No,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.94999694824219,202000.0404090909,No,61 - 80,1 - 12
1636,Female,0,No,No,48,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.350000381469727,10103030.06090909,No,21 - 40,37 - 48
1637,Male,0,No,No,66,No,No,Yes,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.450000762939453,10908030.0105,No,21 - 40,61 - 72
1638,Female,0,Yes,Yes,68,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.4000015258789,50704060.0705,No,81 - 100,61 - 72
1639,Male,1,No,No,17,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.04999923706055,707000.0509090907,Yes,41 - 60,13 - 24
1640,Female,0,Yes,Yes,7,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.649999618530277,103040.00050000001,No,21 - 40,1 - 12
1641,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.0999984741211,60203000.01,No,81 - 100,61 - 72
1642,Female,0,Yes,No,29,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.850000381469727,507030.00040909083,No,1 - 20,25 - 36
1643,Male,0,Yes,No,37,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.3499984741211,30401090.03,No,81 - 100,37 - 48
1644,Female,0,No,No,34,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.8000030517578,30508070.0205,Yes,101 - 120,25 - 36
1645,Female,1,No,No,42,Yes,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6500015258789,30504010.030500002,Yes,81 - 100,37 - 48
1646,Female,0,Yes,Yes,59,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,30800010.03,No,61 - 80,49 - 60
1647,Male,0,Yes,Yes,11,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,806080.05,Yes,81 - 100,1 - 12
1648,Male,1,Yes,Yes,60,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.94999694824219,40805090.01,No,81 - 100,49 - 60
1649,Female,0,No,No,27,Yes,No,Yes,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.150001525878906,10403090.03040909,No,41 - 60,25 - 36
1650,Female,0,No,No,1,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.80000305175781,8050.080000000003,Yes,81 - 100,1 - 12
1651,Male,1,No,No,1,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0999984741211,7090.000909090908,Yes,81 - 100,1 - 12
1652,Male,0,Yes,No,17,No,No,Yes,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.400001525878906,509020.0705,No,21 - 40,13 - 24
1653,Male,0,Yes,No,58,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.75,10108050.09040909,No,21 - 40,49 - 60
1654,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,18.799999237060547,1080.070909090909,No,1 - 20,1 - 12
1655,Female,0,Yes,Yes,3,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.29999923706055,103040.05,Yes,41 - 60,1 - 12
1656,Female,0,No,No,53,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.8000030517578,40902010.02000001,No,81 - 100,49 - 60
1657,Male,0,No,No,35,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.600000381469727,900010.0205,No,21 - 40,25 - 36
1658,Male,0,Yes,Yes,50,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),105.9499969482422,50304010.07090908,Yes,101 - 120,49 - 60
1659,Male,0,Yes,Yes,68,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.80000305175781,40805090.09050001,No,61 - 80,61 - 72
1660,Male,0,Yes,No,47,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.399999618530277,10103090.01090909,No,21 - 40,37 - 48
1661,Female,1,Yes,No,65,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.8000030517578,70008020.04050002,No,101 - 120,61 - 72
1662,Male,0,No,No,5,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,302040.06,Yes,61 - 80,1 - 12
1663,Male,0,Yes,No,51,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6500015258789,40801020.0705,Yes,81 - 100,49 - 60
1664,Female,0,No,No,46,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.0500030517578,40309090.05,Yes,101 - 120,37 - 48
1665,Female,0,No,No,9,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.8499984741211,606030.0504090908,No,61 - 80,1 - 12
1666,Female,0,No,No,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.25,107040.0604090909,No,21 - 40,1 - 12
1667,Male,0,No,No,14,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.799999237060547,302010.0700000001,No,21 - 40,13 - 24
1668,Female,0,No,No,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.6500015258789,50102050.05,No,,37 - 48
1669,Female,0,No,No,8,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.5999984741211,504080.0900000002,No,61 - 80,1 - 12
1670,Male,1,No,Yes,1,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.150001525878906,5000.010500000001,Yes,41 - 60,1 - 12
1671,Male,0,Yes,Yes,66,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.1500015258789,70003010.02090909,No,101 - 120,61 - 72
1672,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.0999984741211,50001060.06040909,No,61 - 80,61 - 72
1673,Female,0,Yes,No,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.5999984741211,40509040.09050001,Yes,101 - 120,37 - 48
1674,Female,0,Yes,Yes,23,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.100000381469727,601010.0405000001,No,21 - 40,13 - 24
1675,Female,0,No,No,29,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.9000015258789,20308040.01040909,Yes,81 - 100,25 - 36
1676,Female,0,No,No,4,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.1500015258789,301090.0805,No,81 - 100,1 - 12
1677,Male,0,Yes,Yes,6,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.399999618530277,105030.03,No,21 - 40,1 - 12
1678,Female,1,Yes,No,67,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.4000015258789,70003050.06,No,101 - 120,61 - 72
1679,Male,1,No,Yes,7,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.75,304040.0200000001,No,41 - 60,1 - 12
1680,Male,0,Yes,Yes,56,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,24.450000762939453,10403010.0605,No,21 - 40,49 - 60
1681,Female,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.0,10804090.01090909,No,21 - 40,61 - 72
1682,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,85.25,60008030.01,No,81 - 100,61 - 72
1683,Male,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.600000381469727,402060.0604090909,No,1 - 20,13 - 24
1684,Female,0,No,Yes,35,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.150001525878906,10605050.03040909,No,41 - 60,25 - 36
1685,Male,1,Yes,No,27,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55000305175781,10904030.09,No,61 - 80,25 - 36
1686,Female,0,Yes,Yes,26,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.04999923706055,10601060.0105,Yes,61 - 80,25 - 36
1687,Male,0,Yes,Yes,12,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,26.399999618530277,301040.0905000001,No,21 - 40,1 - 12
1688,Female,0,No,No,40,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.149999618530277,800040.0804090907,No,21 - 40,37 - 48
1689,Male,0,Yes,Yes,7,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.84999847412109,406050.0700000001,No,61 - 80,1 - 12
1690,Male,0,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.5500030517578,60606090.00040908,No,101 - 120,61 - 72
1691,Male,0,Yes,Yes,60,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.649999618530277,10106010.0705,No,1 - 20,49 - 60
1692,Male,0,Yes,Yes,39,No,No,Yes,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.25,904070.0705,No,21 - 40,37 - 48
1693,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.4499969482422,80307050.00040908,No,101 - 120,61 - 72
1694,Female,0,No,No,1,No,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.70000076293945,3040.07,Yes,21 - 40,1 - 12
1695,Male,0,Yes,Yes,54,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,70.69999694824219,30707000.0,No,61 - 80,49 - 60
1696,Male,0,No,No,3,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.30000305175781,206040.0709090908,Yes,81 - 100,1 - 12
1697,Female,0,Yes,Yes,63,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55000305175781,40700070.0805,No,61 - 80,61 - 72
1698,Male,0,Yes,Yes,71,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.80000305175781,60105020.03090909,No,81 - 100,61 - 72
1699,Female,0,No,No,42,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.649999618530277,905080.0009090907,No,21 - 40,37 - 48
1700,Male,0,No,No,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.450000762939453,904030.0,No,21 - 40,37 - 48
1701,Female,0,Yes,Yes,66,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),102.4499969482422,60601050.01040909,Yes,101 - 120,61 - 72
1702,Female,0,Yes,No,21,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.4000015258789,20200000.0205,Yes,101 - 120,13 - 24
1703,Male,0,No,No,11,No,No,Yes,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.650001525878906,402050.01,No,21 - 40,1 - 12
1704,Male,0,No,Yes,1,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,9090.0705,Yes,101 - 120,1 - 12
1705,Female,1,Yes,No,55,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.4499969482422,50004040.07090908,No,81 - 100,49 - 60
1706,Male,0,No,No,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.6500015258789,60704030.05040908,No,101 - 120,61 - 72
1707,Female,1,No,No,3,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.8499984741211,109060.0309090909,No,61 - 80,1 - 12
1708,Male,0,No,No,4,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.4000015258789,209090.0700000001,Yes,61 - 80,1 - 12
1709,Male,1,No,No,30,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.0999984741211,20009030.08090909,No,61 - 80,25 - 36
1710,Female,0,No,No,5,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.75,401070.0705,No,81 - 100,1 - 12
1711,Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.399999618530277,10702050.040000001,No,21 - 40,61 - 72
1712,Female,0,No,No,29,Yes,Yes,Yes,No,Yes,No,No,No,No,One year,Yes,Electronic check,55.25,10602000.01090909,No,41 - 60,25 - 36
1713,Male,0,Yes,No,52,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.34999847412109,30106090.0505,No,61 - 80,49 - 60
1714,Male,0,No,No,68,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.75,50203030.0205,No,61 - 80,61 - 72
1715,Female,0,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.399999618530277,906070.0804090907,No,1 - 20,37 - 48
1716,Male,0,No,No,8,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.75,403080.00040909083,No,41 - 60,1 - 12
1717,Male,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.700000762939453,10402010.09,No,1 - 20,61 - 72
1718,Female,0,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.899999618530277,302030.0104090909,No,1 - 20,13 - 24
1719,Male,0,No,No,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.9499969482422,301080.06,No,101 - 120,1 - 12
1720,Female,1,No,No,2,Yes,No,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.80000305175781,106030.06090909091,No,81 - 100,1 - 12
1721,Female,0,No,No,9,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.25,603090.0605000003,Yes,61 - 80,1 - 12
1722,Female,0,No,No,51,No,No,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),56.400001525878906,20902080.05,No,41 - 60,49 - 60
1723,Female,0,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.100000381469727,100000.0304090909,No,21 - 40,1 - 12
1724,Female,0,Yes,No,3,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.9000015258789,207030.0200000001,No,81 - 100,1 - 12
1725,Female,1,No,No,17,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1999969482422,10600080.0105,No,81 - 100,13 - 24
1726,Male,0,Yes,No,30,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.900001525878906,10404010.09040909,No,41 - 60,25 - 36
1727,Male,0,No,No,31,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05000305175781,20106080.01040909,No,61 - 80,25 - 36
